column2	column3
 majorgauravarya  bjpindia n  incindia are always degrading indian army s morale  shame on these political parties 	p
  hiiiiiiimanshu   incindialive  incindia senior congress leaders says that every congressi is ready  amp; eager to drink  pappumutra        	p
 idiptim  isnskriti  amgefsezqdqol  keshav  dildars  krirtna  singhmanoj  pooja  co shpmja 	p
 rishi  swarninc  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia since nehru was highly educated co fwrmoio 	n
 rajeev mp  rahulgandhi  incindia sir  rahul gandhi   as i say  is suffering from pakistani syndrome  n nan obsessive compulsion to lie     	p
 archu  incindia  narendramodi  pappumutra  is some type of elixir for piddies  	p
 satyajeettambe  satyajeettambe can u name a single bjp leader or official account who shared such photos   as a st co rivtwpfzh 	p
 swamy  pgurus raga is alleging  chor  but can t raise a court case against govt  here is proof that  incindia d co bljcseat 	n
 swamy  pgurus the st nail against  incindia and pc for looting indians  	p
 idiptim  isnskriti  amgefsezqdqol  keshav  dildars  krirtna  singhmanoj  pooja  co miciixnmp 	p
 rishi  swarninc  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia jawaharlal nehru was imprisoned co wvhdkdtvy 	n
  savitha rao   laliganguli  pappumutra this is the most puke inducing hashtag  n nreally wonder if ppl do a conscience killing ritual befo    	p
 swamy  pgurus  pchidambaram in  pmoindia  kapilsibal  incindia  rssurjewala  narendramodi  rahulgandhi   time t co hdicdkyf 	neutral
many many happy returns of the day to capt satish sharma ji  n incindia  n rahulgandhi  n ghulamnazad  uttamtpcc co wtqvgunkr 	p
  agentsaffron  rvs mani claims kamal nath said  people are willing to drink rahul gandhi s urine  while asking him to concoct hindu terr    	p
 incindia i strongly feel that these ladies need to file a police report and let there be an investigation to confi co dcscjqsv 	n
 incindia  rahulgandhi good to see marandi ji with  rahulgandhi ji after a long time  	p
 sardesairajdeep  raghav bahl  thequint  incindia  rahulgandhi  rssurjewala  pmoindia  narendramodi why is it   cmedi co pacisxp 	n
 incindia unfortunately  for  narendramodi ji his publicity is more important than our nation s progressive and inclusive economy  	neutral
 jaiveershergill  incindia we are doing great in c g  just need to be fierce and sharp in the last leg of this race co sxirafvs 	p
 gauravgogoiasm  rahulgandhi  incindia why rahul mutra drinkers worried? 	n
 bjpmaharashtra  incindia  rahulgandhi  narendramodi ask the therapist; n nmy mom makes me feel ashamed of myself  i co rbjleirezj 	n
  swarninc   rishi  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia talk about gujarat model    see these recent pictur    	neutral
 jaiveershergill  incindia sir please let the people know that the pakoda minister took away the money that was the co cisdjebsn 	neutral
  thewire in    vinoddua on how the  bjpindia and the  incindia have come together against the supreme court judgement on the sabarimal    	p
 drgpradhan  incindia  narendramodi  pmoindia nambi narayanan ji   we are really sorry for this  we pray for your g co irolta 	neutral
 mvmeet behavious of culprits of  metoo is similar to character of  rahulgandhi and his  piddisena  incindia both r co lqjnosqys 	p
culture of congress  incindia  tehseenp great you followed this guy see  tajinderbagga  shehzad ind  sambitswaraj co lfeewprs 	p
  vinaydokania   mausamnoor  incindia excellent commitment for the people 	p
 priyaramani   sabanaqvi  prernabindra  ghazalawaha kadambarim  shutapapaul  suparnasharma  harinderbaweja co nrnqjsn 	p
  amiivg   kds rajawat  sunildutt inc  rahulgandhi  incindia  ajaymaken  sharmistha gk  mahilacongress  nsui  iyc  inc jpagarwal  ashokge    	p
  yeshwantpurani   drgpradhan  incindia  narendramodi  pmoindia thank you very much for sharing  day by day hating for  incindia is an i    	p
 alokmehtaeditor comes on  tv  aajtak as a journalist but talks like a  modi -sarkar spokesman like  rohitsardanaa co bgtbeotts	p
 drgpradhan  yeskaytweets  incindia  narendramodi  pmoindia     f      f    we can request pmo india to give him a chance to co ahrwlvgx 	p
 husnapervez  shashitharoor  tharoorian inc  incindia  rahulgandhi  pmoindia  narendramodi  rssurjewala  too much c co lbrkjbfej 	neutral
 drgpradhan  rahulgandhi because people like  shashitharoor and others  incindia fool  rahulgandhi by praising him co ibmqaljbl 	neutral
 incallahabad   rahulgandhi  incindia  incupeast  incuttarpradesh  iprashantsingh nehrus statue removed from allha      t co qiycmpqewt 	n
 avinashyadavinc  nsui  deependershooda  guptar  fairoz jk  devendrayadvinc  rahulgandhi  incindia  keshavyadaviyc co wuncro 	p
 incindia  officeffrg   rahulgandhi  republic  shehzad ind  zeenews  rssurjewala  timesnow  mr rahul gandhi  sir i co bsppp 	p
 incindia  mdaleembasha next pm of india rahul gandhi ji sir long live   i  n  c   zindabad     	p
 tehseenp  vs  shehzad ind  n bhaivsbhai is politics of  incindia  nthank god that  rahulgandhi  did not learn this   n modifor  modisarkar 	n
 incindia ka hifi upcmmng leader nd obviously mr p chidambaram ex finance ministry son  nchoor ka party congress par co tigzyatevi 	p
 allegedlowbrow  nirbhaisingh  ssingapuri  namo sarkaar  mjakbar wonder why journos making allegation now were in co mjttrlfqt 	n
  akhterzaidi   azimgpj  drmadanmohanjha  rahulgandhi  shaktisinhgohil  incindia  incbihar  rajeshlilothia  ashokgehlot  virenderrathor    	p
  mathewmantony  biggest challenge   incindia is  get more engaged with professionals  amp; middle class citizens as there is strong feedba    	neutral
 davidfrawleyved  incindia  rahulgandhi  rssurjewala  pmoindia  narendramodi   soniagandhi  divyaspandana  desperat co oafovs 	neutral
 rishi  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia sanghis need to lick the shoes of british a co vnhzdwqwgy 	neutral
 yuvamarwadi  mdaleembasha  incindia  rahulgandhi  sachinpilot  divyaspandana  zohesh  ruchirac  hasibaamin next co zxpyx 	p
  somuacme  all these        e      e   e   c   c   e      e s  amp;        e         e   c   c   e      e s of  incindia fraternity must stop their  antiindia propaganda with immediate effect -    	p
 vikascongress  mdaleembasha  rssurjewala  digvijaya   priyankac  rahulgandhi  kaur  kpadmarani  geetv co irysegytm 	p
 asyounotwish  asyounotwish madam always make everything political and always against  incindia particularly  i thi co qxvusimed 	neutral
 rajakhaninc   tajinderbagga rajakhan  harroj kitana peete ho?  you guys have made  incindia party a laughing stock co ormzzcefga 	p
  drgpradhan   n n mitalisaran ji  i am not saying this but people who tracked you for last  years say ur a   propaganda machine of  inc    	n
 allegedlowbrow  nirbhaisingh  ssingapuri  namo sarkaar  incindia  rahulgandhi before u gun for  mjakbar will ans co vwmmhyej 	p
  drgpradhan   n n mitalisaran ji  fyi  pathak faciliated out of court settlement between union carbide  amp;  incindia goi  walking over    	n
  cnnnews  mega exclusive on cnn-news    exposed  migrants threatened by thakor neta  is  incindia watching this?   gujaratexodusexpo    	p
 davidfrawleyved  incindia sir with due respect to the word  intelligence    don  t associate it with this rafale pappu ghandey      	p
 sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindialive  profcongtn  incindia co dyobglaxu 	p
  nirajjournalist  list of new austerity measures for congress office bearers  they are advised to minimize canteen  stationery and other    	p
watch till end a big slap on congress  incindia  rahulgandhi  by former air chief marshal  nirdoshtyagi co rsbbkaln 	p
 rahulgandhi ok idiot   then why dont u give your great wisdom to court if it is so simple ? only cyber barking ?  incindia 	p
  kamal     aryanwarlord  miranchannel  rajeev mp  rahulgandhi  incindia who will show this n   t co fauqkpehdw 	neutral
  aryanwarlord   miranchannel  rajeev mp  rahulgandhi  incindia this is what the journalist who wrote that mediapart article said        	p
  sankapadma   incindia it will take more than  years to clear the filth  amp;muck accumulated under anti-india anti-hindu nehru-gandhi pari    	p
 shashitharoor  indraniiyc yes  better than  manishankariyer who wanted pakistan to fight elections for  incindia to  remove  modi  	p
  iamindia   incindia hypocrites                nwhat a wonderful jodone by  congis for  years of taking care of  gangacleaning and  india s    	p
 zakirh  rahulgandhi  incindia  ghulamnazad  rssurjewala  ashokgehlot  mallikarjuninc absolutely correct    shane modi ji and j p  	p
  destructdisc   jadhavpsunny  swarninc  rishi  ndtv  rahulgandhi  incindia had your parents voted to rss   bjp then india woul    	p
  destructdisc   jadhavpsunny  swarninc  rishi  ndtv  rahulgandhi  incindia if had your parents voted rss bjp for  years we w    	p
  destructdisc   jadhavpsunny  swarninc  rishi  ndtv  rahulgandhi yes because  incindia ruled india for  years   thanks to yo    	p
 narendramodi  incindia  bjpindia my pm is the best pm i have in my country  long live bharat long live my country co jbiyfuwr 	n
 mumbaimirror  nanagpatekar  mahilacongress  mumbaipmc  incindia congress  want to be in every scene but i hope the co nhfgwkcorp 	n
 bjpindia  sambitswaraj whetherether it is  bjp or  incindia  both are just concentrating on making jokes  amp; disres co dflilwczi 	p
 abpnewstv viral sach  this overloaded train is carrying migrant  from up bihar is coming back to gujarat     well co dktzqiew 	n
 pappumutra  pidi  pidis  nbest on internet today             n rahulgandhi  incindia    t co hfndzfbki 	n
the sutra of success in  incindia is a drink of  pappumutra of  rahulgandhi  now the question for those pidi is whe co arjudyn 	p
 isnskriti  amgefsezqdqol  keshav  dildars  krirtna  singhmanoj  pooja   idiptim co oviafwn 	p
  mlayashomatit  remember  modi s  tallpromises on  gangacleaning?  nwell  the crusader   gdagarwal  who was on fast unto death to save ga    	p
   appu   being humor  kamasutra has been voted nd most erotic thing by  incindia  pidis  no prize for guessing that first was  pappum    	n
  congressdahan   divyaspandana you worked day-night in a thankless jotrying to earn corrupt  incindia credit  you abused pm-army-govt     	p
dhanya h  incindia party or unke supporter    t co btqaypee 	p
  bjp siddharth   bansirajput  bjpindia  incindia yeas right    	p
 rishi  jadhavpsunny  ndtv  rahulgandhi  incindia  rahulgandhi will force all the poor to get education and co bllrsca 	n
from land of matrubhakts  to coercion too become mutrabhakts     n ngreat going  incindia  n n aglibaarfirwahisarkaar 	neutral
 abhivrudhikosam  imneeki  tajinderbagga  rahulgandhi  incindia we don t want pappu  we r voting for bjp  u can vote for whoever u like 	p
  paanifoundatio   incindia  bjpindia  ncpspeaks is this india  aamaadmiparty  mlajagdishmulik  sushousing  hirwa hinjawadi 	p
 rishi  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia rahul gandhi is not a minister  not a mla  co tcaeqcjdgz 	n
  jaslambasha   rahul ji - one man army against bjp wolf     a  n incindia  vidyarthee   inctamilnadu  n divyaspandana    t co rgwowubsq 	neutral
 incindia  rahulgandhi chor and most corrupt political party of world calling others corrupt               seriously this ch co qaroigrak 	p
 cpraghav  mini   incindia  jhasanjay  rahulgandhi  shashitharoor  akhileshpsingh brother in law ke liye shar co hruzvovbe 	p
  mdaleembasha   ajaysengupta  incindia  gauravpandhi  saran h shankar  dubejiinc  jaslambasha  sanjaysdutt  mwasnik inc  nadeeminc  nsi    	p
 rishi  jadhavpsunny  ndtv  rahulgandhi  rishi i was gareeeeeeeeeeeeeee   i am rich today    all co jeyokquo 	n
 kaushalyaamrita  nidhi  rahulgandhi  incindia the government is of rss why they cant investigate  or r they just here to fake everything? 	n
 shefvaidya  bdutt  incindia the most scary thing about these  journalists   metoo is  everyone seems to have known co sjsoueuv 	n
 incindia hey u r talking about stock market    in  ur gvt was in power what happened? in  ur gvt power wha co fqvuzvm 	n
where is  rahulgandhi ??  incindia  inckarnataka  con    t co mlhboloit 	n
 shefvaidya  bdutt  incindia the congress written script with bhad dalal media stand by the support of crook congre co ssjaofh	p
   c            e                e         c   e   c     satyajeettambe this photo is definitely a sign that congress is transforming  good to see th co tpkgmkmvwz 	p
